,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.4982538330182905,0.4325869294807605,0.5123855544415611,0.4118013540413637,0.5180449168346656,0.5840786231222187,0.5142662326892878,0.5757465263742049,0.435416284670999,0.41513401118763976,0.5545851031939562,0.5670180930590443,0.4802773242600844,0.25697756288364326,0.21544034455456107,0.5831778990345756,0.5181624368461311,0.3584197439185908,0.5158349410169052,0.3875505354913165,0.3127480715224932,0.7457637641298854,0.452454809002542,0.2404084063927269
1,0.44661754317519753,0.37381347412860577,0.3542504299193251,0.6083456907953416,0.42914298274002055,0.43336597637723356,0.5361761223533569,0.4450133281005409,0.638258583170522,0.6098861971135517,0.49130677645394827,0.3583582906261281,0.3882787785286774,0.2803984632564813,0.46969411276447626,0.5173162014028475,0.46803506862280275,0.6027299876873433,0.4941328153633345,0.6591279721935467,0.5945634876035304,0.424257096223485,0.5819757129689609,0.48448554337079014
2,0.4976701606026429,0.6333030309530934,0.5336158034976187,0.22476343451833858,0.43971706695757984,0.5355406376838366,0.33268043222451377,0.4194396734976046,0.5120235202375195,0.2640515363810109,0.5704382858606388,0.41575971923863575,0.38383818372734746,0.4328411832588334,0.5085186379255147,0.5170689000192313,0.3689346754382374,0.42427651225582386,0.4707506300519419,0.5294085849593363,0.41563657465376924,0.5780786758168535,0.5046204429659583,0.4163187170672148
3,0.3265640718038382,0.47839399960200996,0.48544704949393147,0.24632156780044295,0.4112900282944835,0.3216087288351142,0.560132302861361,0.41116861874717725,0.44756416580417213,0.5218334116186203,0.44683885666873663,0.5291379531386197,0.5410968283185202,0.41286721687294337,0.4270265209680406,0.5729710822693036,0.4396781488163027,0.3960088765992339,0.38075123670997973,0.3774617002665556,0.41080163849594986,0.3684189663000289,0.5600174222261863,0.3846720409514294
4,0.4420732060421102,0.49162919423795143,0.6197677512135673,0.4996419741359914,0.31894713906169025,0.4749902657106554,0.5632935814630702,0.5695373070602237,0.6477007459138053,0.35212346653091064,0.4070036431526577,0.5628431541041358,0.4808083276728413,0.47328478583877587,0.44932749319552046,0.37680175293937346,0.4197443721504939,0.5145616178626288,0.5252764812719212,0.37089024575685536,0.4849754916136268,0.519051390068439,0.5721450176122389,0.5897737219741815
5,0.271231994828503,0.5755596092256126,0.4285521069399752,0.5314790650281784,0.681934115881079,0.5220218110303388,0.29571213107143257,0.3508250444738936,0.5658805937182132,0.5769980785441631,0.3675184876628682,0.3408220346794189,0.32645480953761546,0.4815451616611125,0.4950998414030089,0.4791976586557241,0.46786118083715283,0.43073793004249156,0.41302820440128135,0.5181269783654601,0.6234107873643782,0.5574825926183011,0.6231788783110918,0.42845285712679393
6,0.46111299490820634,0.5306002163348945,0.5144206717488831,0.5332188533754906,0.3696513250449304,0.4972278404424322,0.4186240072078746,0.23932224829493462,0.4221713234778673,0.31041812760152926,0.49222398779604176,0.6600229433829642,0.5882618830752608,0.42188079386659144,0.3772157577714804,0.5391576654752507,0.4005220601361379,0.3324315415047506,0.3319540976373933,0.48772926633104596,0.4955979167615482,0.49429471687944865,0.40802180670856114,0.4607145490371723
7,0.5018761322066422,0.6171229209885448,0.33668378799914944,0.5766671416428278,0.4511756334639668,0.2105822417739499,0.5699109658624499,0.41461774854494093,0.34783289372637255,0.568908806386748,0.4197721159472433,0.3556131553872217,0.38245679693543055,0.35516623743833603,0.4391306967159242,0.4089505477113266,0.6098970116892457,0.6232046717928499,0.4841603550311557,0.5874755382053192,0.31661492376997546,0.42325679019024726,0.42872266763360317,0.570542524073006
8,0.43462242090498265,0.6051933893139851,0.4570579323683163,0.43226422332092296,0.3626115163272826,0.5132683022061711,0.591335988528509,0.5447951822682184,0.5431795754679493,0.49321228572694525,0.4856166567478408,0.4751173946256032,0.5583483445589421,0.5313770092949262,0.3459778136153465,0.36109430180149926,0.5083896665992681,0.6432005132259214,0.45757378690208295,0.31704011888323785,0.5018385451312983,0.2761096890670194,0.44226740897958483,0.4539230628244351
9,0.44067829244808626,0.4758331062926582,0.3598747779619561,0.3774255229855078,0.35533410448389746,0.5176933735848595,0.28446061583051385,0.2961265892624101,0.615709404181931,0.45918174628921493,0.456199982559676,0.4748295359595124,0.48816194128545737,0.5837357304535764,0.4046482838423578,0.5057139468091775,0.5631772329349654,0.510922487590811,0.5420453168873604,0.4925599617594068,0.4684786320865203,0.33329879569167226,0.4357283075317217,0.4019108822114656
