キャリア,機種名,ニックネーム,メーカー（ロゴ）,メーカー（社名）,発売日,通信方式,プロセッサ,RAM,ROM,質量[g],画面サイズ（インチ）,ディスプレイ種別,画面解像度（縦×横）,液晶最大表示色数,ハードウェアキー,テザリング,赤外線,GPS,電子コンパス,非接触充電（ワイヤレス給電/おくだけ充電）,ワンセグ,マルチメディア放送（モバキャス）,3D,防水,データ更新日,,,,,,,,,,,,
SoftBank,502SO,Xperia X Performance,SONY,ソニーモバイルコミュニケーションズ,2016/6/24,W-CDMA,MSM8996 2.2GHz＋1.6GHz（Quad Core）,3GB,32GB,165,5,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/6/29,,,,,,,,,,,,
SoftBank,503KC,DIGNO F,KYOCERA,京セラ,2016/6/24,W-CDMA,MSM8916-6 1.2GHz（Quad Core）,2GB,8GB,138,5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2016/9/14,,,,,,,,,,,,
SoftBank,503SH,AQUOS Xx2 mini,SHARP,シャープ,2015/12/25,W-CDMA,MSM8992 1.8GHz（Dual Core） + 1.4GHｚ（Quad Core）,3GB,16GB,119,4.7,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/12/29,,,,,,,,,,,,
SoftBank,505SH,かんたん携帯9,SHARP,シャープ,2016/2/25,W-CDMA,1.1GHz（Quad Core）,1GB,8GB,127,3.4,TFT液晶,960×540,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2016/3/1,,,,,,,,,,,,
SoftBank,506SH,AQUOS Xx3,SHARP,シャープ,2016/6/10,W-CDMA,MSM8996 2.2GHz＋1.6GHz（Quad Core）,3GB,32GB,155,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/6/15,,,,,,,,,,,,
SoftBank,509SH,シンプルスマホ3,SHARP,シャープ,2016/9/9,W-CDMA,MSM8952 1.5GHz（Quad Core）＋1.2GHz（Quad Core）,2GB,16GB,140,5,IGZO,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2016/9/14,,,,,,,,,,,,
SoftBank,601HT,HTC U11,HTC,HTC Corporation,2017/7/7,W-CDMA,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,170,5.5,TFT液晶,2560×1440,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/7/11,,,,,,,,,,,,
SoftBank,601SH,AQUOS ケータイ2,SHARP,シャープ,2016/10/28,W-CDMA,MSM8909 1.1GHｚ（Quad Core）,1GB,8GB,132,3.4,TFT液晶,960×540,"16,777,216",T,Y,Y,Y,N,N,Y,N,N,Y,2016/11/2,,,,,,,,,,,,
SoftBank,601SO,Xperia XZ,SONY,ソニーモバイルコミュニケーションズ,2016/11/2,W-CDMA,MSM8996 2.2GHz（Quad Core）＋1.6GHz（Quad Core）,3GB,32GB,161,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/11/8,,,,,,,,,,,,
SoftBank,602KC,DIGNO G,KYOCERA,京セラ,2017/7/7,W-CDMA,MSM8917 1.4GHz（Quad Core）,2GB,16GB,142,5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2017/7/11,,,,,,,,,,,,
SoftBank,602SO,Xperia XZs,SONY,ソニーモバイルコミュニケーションズ,2017/5/26,W-CDMA,MSM8996 2.2GHz（Dual Core）＋1.6GHz（Dual Core） ,4GB,32GB,161,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/5/30,,,,,,,,,,,,
SoftBank,602ZT,Libero2,ZTE,ZTEコーポレーション,2017/9/8,W-CDMA,MSM8909 1.1GHz（Quad Core）,2GB,16GB,137,5,TFT液晶,1280×720,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2017/9/13,,,,,,,,,,,,
SoftBank,603SH,AQUOS Xx3 mini,SHARP,シャープ,2017/2/3,W-CDMA,MSM8952 1.5GHz（Quad Core）＋1.2GHz（Quad Core）,3GB,16GB,134,4.7,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/2/8,,,,,,,,,,,,
SoftBank,605SH,AQUOS R,SHARP,シャープ,2017/7/7,W-CDMA,MSM8998 2.2GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,169,5.3,IGZO,2560×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/7/11,,,,,,,,,,,,
SoftBank,606SH,AQUOS ea,SHARP,シャープ,2017/7/14,W-CDMA,MSM8952 1.5GHz（Quad Core）＋1.2GHz（Quad Core）,2GB,16GB,135,5,IGZO,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/7/20,,,,,,,,,,,,
SoftBank,701KC,DIGNO ケータイ2,KYOCERA,京セラ,2018/1/19,W-CDMA,MSM8909 1.1GHz（Quad Core）,1GB,8GB,137,3.4,TFT液晶,854×480,"16,777,216",T,Y,Y,Y,N,N,Y,N,N,Y,2018/1/23,,,,,,,,,,,,
SoftBank,701SH,AQUOS R compact,SHARP,シャープ,2017/12/22,W-CDMA,SDM660 2.2GHz（Quad Core）＋1.8Ghz（Quad Core）,3GB,32GB,140,4.9,IGZO,2032×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/12/26,,,,,,,,,,,,
SoftBank,701SO,Xperia XZ1,SONY,ソニーモバイルコミュニケーションズ,2017/11/10,W-CDMA,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,156,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/11/15,,,,,,,,,,,,
SoftBank,702SO,Xperia XZ2,SONY,ソニーモバイルコミュニケーションズ,2018/5/31,W-CDMA,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,198,5.7,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/6/4,,,,,,,,,,,,　
SoftBank,704HW,HUAWEI nova lite 2,Huawei,ファーウェイ・テクノロジーズ,2018/7/6,W-CDMA,Kirin 659　2.36GHz（Quad Core）＋1.7GHz（Quad Core）,3GB,32GB,143,5.7,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2018/7/9,,,,,,,,,,,,
SoftBank,704KC,DIGNO J,KYOCERA,京セラ,2018/7/6,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,130,5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2018/7/9,,,,,,,,,,,,
SoftBank,704SH,シンプルスマホ4,SHARP,シャープ,2018/7/20,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,148,5,IGZO,1280×720,"16,777,216",-,Y,Y,Y,N,N,Y,N,N,Y,2018/7/24,,,,,,,,,,,,
SoftBank,706SH,AQUOS R2,SHARP,シャープ,2018/6/8,W-CDMA,SDM845 2.6GHz（Quad Core）＋1.7GHz（Quad Core）,4GB,64GB,181,6,IGZO,3040×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/6/12,,,,,,,,,,,,
SoftBank,801SH,AQUOS zero,SHARP,シャープ,2018/12/21,W-CDMA,SDM845 2.6GHz（Quad Core）＋1.7GHz（Quad Core）,6GB,128GB,146,6.2,OLED,2992×1440,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/12/25,,,,,,,,,,,,
SoftBank,801SO,Xperia XZ3,SONY,ソニーモバイルコミュニケーションズ,2018/11/9,W-CDMA,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,193,6,OLED,2880×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/11/13,,,,,,,,,,,,
Softbank,BLA-L09,HUAWEI Mate 10 Pro,Huawei,ファーウェイ・テクノロジーズ,2018/5/18,W-CDMA,Kirin 970 2.36GHz（Quad Core）+1.8GHz（Quad Core）,6GB,128GB,178,6,OLED,2160×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/7/31,,,,,,,,,,,,
SoftBank,iPhone SE,-,Apple,Apple Japan,2016/3/31,W-CDMA,A9 1.8GHz 2Core,2GB,-,113,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2016/4/5,,,,,,,,,,,,
SoftBank,iPhone X,-,Apple,Apple Japan,2017/11/3,-,A11 Bionic,3GB,-,174,5.8,Retina HDディスプレイ,2436×1125,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/11/8,,,,,,,,,,,,
SoftBank,iPhone XR,-,Apple,Apple Japan,2018/10/26,-,A12 Bionic,3GB,-,194,6.1,Liquid Retina HDディスプレイ,1792×828,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/10/26,,,,,,,,,,,,
SoftBank,iPhone XS,-,Apple,Apple Japan,2018/9/21,-,A12 Bionic,4GB,-,177,5.8,Super Retina HDディスプレイ,2436×1125,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/9/26,,,,,,,,,,,,
SoftBank,iPhone XS Max,-,Apple,Apple Japan,2018/9/21,-,A12 Bionic,4GB,-,208,6.5,Super Retina HDディスプレイ,2688×1242,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/9/26,,,,,,,,,,,,
SoftBank,iPhone3G,-,Apple,Apple Japan,2008/7/11,W-CDMA/HSDPA,Samsung S3C6400 412MHz,128MB,-,135,3.5,TFT液晶,480×320,-,-,N,N,Y,N,N,N,N,N,N,2011/10/25,,,,,,,,,,,,
SoftBank,iPhone3GS,-,Apple,Apple Japan,2009/6/26,W-CDMA/HSDPA,Samsung S5PC100,256MB,-,135,3.5,TFT液晶,480×320,-,-,N,N,Y,Y,N,N,N,N,N,2011/10/25,,,,,,,,,,,,
SoftBank,iPhone4,-,Apple,Apple Japan,2010/6/24,W-CDMA/HSDPA,A4,512MB,-,137,3.5,Retinaディスプレイ,960×640,-,-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
SoftBank,iPhone4s,-,Apple,Apple Japan,2011/10/14,W-CDMA/HSDPA/HSUPA,A5 800MHz,512MB,-,140,3.5,Retinaディスプレイ,960×640,-,-,N,N,Y,Y,N,N,N,N,N,2011/10/25,,,,,,,,,,,,
SoftBank,iPhone5,-,Apple,Apple Japan,2012/9/21,W-CDMA/HSDPA/HSUPA,A6 1.2GHz,1GB,-,112,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2013/9/20,,,,,,,,,,,,
SoftBank,iPhone5c,-,Apple,Apple Japan,2013/9/20,W-CDMA/HSDPA/HSUPA,A6 1.25GHz 2Core,1GB,-,132,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2013/9/25,,,,,,,,,,,,
SoftBank,iPhone5s,-,Apple,Apple Japan,2013/9/20,W-CDMA/HSDPA/HSUPA,A7 1.3GHz 2Core,1GB,-,112,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2013/9/25,,,,,,,,,,,,
SoftBank,iPhone6,-,Apple,Apple Japan,2014/9/19,W-CDMA/HSDPA/HSUPA,A8 1.4GHz 2Core,1GB,-,129,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/26,,,,,,,,,,,,
SoftBank,iPhone6 Plus,-,Apple,Apple Japan,2014/9/19,W-CDMA/HSDPA/HSUPA,A8 1.4GHz 2Core,1GB,-,172,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2014/9/25,,,,,,,,,,,,
SoftBank,iPhone6s,-,Apple,Apple Japan,2015/9/25,W-CDMA,A9 1.8GHz 2Core,2GB,-,143,4.7,3D Touch搭載Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/26,,,,,,,,,,,,
SoftBank,iPhone6s Plus,-,Apple,Apple Japan,2015/9/25,W-CDMA,A9 1.8GHz 2Core,2GB,-,192,5.5,3D Touch搭載Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2015/9/29,,,,,,,,,,,,
SoftBank,iPhone7,-,Apple,Apple Japan,2016/9/16,W-CDMA,A10 Fusion 2.33GHz 4Core,2GB,-,138,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,Y,2016/9/23,,,,,,,,,,,,
SoftBank,iPhone7 Plus,-,Apple,Apple Japan,2016/9/16,W-CDMA,A10 Fusion 2.33GHz 4Core,3GB,-,188,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,Y,2016/9/23,,,,,,,,,,,,
SoftBank,iPhone8,-,Apple,Apple Japan,2017/9/22,-,A11 Bionic,2GB,-,148,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/9/27,,,,,,,,,,,,
SoftBank,iPhone8 Plus,-,Apple,Apple Japan,2017/9/22,-,A11 Bionic,3GB,-,202,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/9/27,,,,,,,,,,,,
SoftBank,N82,-,NOKIA,ノキア・ジャパン,2008/11/28,W-CDMA,-,-,-,114,2.4,-,320×240,"16,777,216",T,N,N,Y,N,N,N,N,N,N,2011/11/14,,,,,,,,,,,,
SoftBank,Nexus 6P,-,Huawei,ファーウェイ・テクノロジーズ,2015/11/6,W-CDMA,MSM8994 2.0GHz + 1.5GHz（Octa Core）,3GB,-,178,5.7,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2018/5/22,,,,,,,,,,,,
SoftBank,Pixel 3,-,HTC,HTC Corporation,2018/11/1,-,SDM845 2.5GHz（Quad Core）＋1.6Ghz（Quad Core）,4GB,64GB,148,5.5,有機EL,2160×1080,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,Y,2018/11/9,,,,,,,,,,,,
SoftBank,Pixel 3 XL,-,HTC,HTC Corporation,2018/11/1,-,SDM845 2.5GHz（Quad Core）＋1.6Ghz（Quad Core）,4GB,128GB,184,6.3,有機EL,2960×1440,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,Y,2018/11/9,,,,,,,,,,,,
SoftBank,S3,Android One,SHARP,シャープ,2018/1/26,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,143,5,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/1/30,,,,,,,,,,,,
SoftBank,S5,Android One S5,SHARP,シャープ,2018/12/21,W-CDMA,SDM450 1.8GHz(Octa Core),4GB,32GB,149,5.5,IGZO,2160×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/12/25,,,,,,,,,,,,
SoftBank,SW001SH,STAR WARS mobile,SHARP,シャープ,2016/12/2,W-CDMA,MSM8996 2.2GHz（Dual Core）＋1.6GHz（Dual Core）,3GB,32GB,155,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/12/7,,,,,,,,,,,,
SoftBank,X01HT,-,HTC,HTC NIPPON,2006/10/14,HSDPA/W-CDMA,SamsungスタックCPU 400MHz,64MB,128MB,176,2.8,TFT液晶,420×320,"65,536",Q,N,Y,N,N,N,N,N,N,N,2011/11/14,,,,,,,,,,,,
SoftBank,X01NK,-,NOKIA,ノキア・ジャパン,2007/4/26,W-CDMA,-,-,-,144,2.8,TFT液晶,240×320,"16,777,216",Q,N,Y,N,N,N,N,N,N,N,2011/11/7,,,,,,,,,,,,
SoftBank,X01SC,-,SAMSUNG,サムスン電子,2009/12/18,W-CDMA,Qualcomm MSM7225,256MB,256MB,103.9,2.4,TFT液晶,240×320,"65,536",Q,N,N,Y,N,N,N,N,N,N,2016/2/9,,,,,,,,,,,,
SoftBank,X01T,-,TOSHIBA,東芝,2007/12/8,HSDPA,Marvell PXA270　520MHz,128MB,128MB,198,3,TFT液晶,800×480,"65,536",Q,N,Y,N,N,N,N,N,N,N,2011/11/7,,,,,,,,,,,,
SoftBank,X02HT,-,HTC,HTC NIPPON,2007/9/22,HSDPA/W-CDMA,Samsung　2442　400MHz,64MB,128MB,120,2.4,TFT液晶,240×320,"65,536",Q,N,N,N,N,N,N,N,N,N,2016/2/9,,,,,,,,,,,,
SoftBank,X02NK,-,NOKIA,ノキア・ジャパン,2008/4/25,W-CDMA,-,-,140MB,120,2.6,TFT液晶,320×240,"16,777,216",T,N,Y,N,N,N,N,N,N,N,2012/2/23,,,,,,,,,,,,
SoftBank,X02T,-,TOSHIBA,東芝,2009/12/11,W-CDMA,Qualcomm Snapdragon QSD8250 1GHz,256MB,512MB,129,4.1,TFT液晶,800×480,"65,536",-,N,N,N,N,N,N,N,N,N,2011/11/7,,,,,,,,,,,,
SoftBank,X03HT,-,HTC,HTC NIPPON,2008/4/25,HSDPA/W-CDMA,Qualcomm MSM7200 400MHz,128MB,256MB,150,2.4,TFT液晶,320×240,"65,536",Q/T,N,N,N,N,N,N,N,N,N,2011/11/14,,,,,,,,,,,,
SoftBank,X04HT,TOUCH DIAMOND,HTC,HTC NIPPON,2008/11/8,HSDPA/W-CDMA,Qualcomm MSM7201A 528MHz,192MB,256MB,110,2.8,TFT液晶,640×480,"65,536",-,N,N,N,N,N,N,N,N,N,2011/11/14,,,,,,,,,,,,
SoftBank,X05HT,TOUCH PRO,HTC,HTC NIPPON,2008/12/5,HSDPA/W-CDMA,Qualcomm MSM7201A 528MHz,288MB,512MB,165,2.8,TFT液晶,640×480,"65,536",Q,N,N,Y,N,N,N,N,N,N,2011/11/14,,,,,,,,,,,,
SoftBank,X06HT,Desire,HTC,HTC NIPPON,2010/4/27,3G HIGH SPEED,Qualcomm Snapdragon QSD8250 1GHz,576MB,512MB,135,3.7,有機EL,800×480,"65,536",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
SoftBank,X06HTII,Desire,HTC,HTC NIPPON,2010/10/2,3G HIGH SPEED,Qualcomm Snapdragon QSD8250 1GHz,576MB,512MB,135,3.7,TFT液晶,800×480,"65,536",-,N,N,Y,Y,N,N,N,N,N,2012/2/28,,,,,,,,,,,,
Y!mobile,201HW,STREAM,Huawei,ファーウェイ・テクノロジーズ,2013/9/5,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,4GB,131,4.3,有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,302HW,STREAM S,Huawei,ファーウェイ・テクノロジーズ,2014/8/1,W-CDMA,KIRIN910 1.6GHz（Quad Core）,2GB,8GB,110,4.7,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,302KC,DIGNO T,KYOCERA,京セラ,2014/9/11,W-CDMA,MSM8926 1.2GHz（Quad Core）,1.5GB,8GB,139,4.5,TFT液晶,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2016/10/26,,,,,,,,,,,,
Y!mobile,402LG,Spray,LG,LGエレクトロニクス・ジャパン,2015/2/19,W-CDMA,MSM8926 1.2GHz（Quad Core）,1.5GB,8GB,143,4.5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,N,2016/10/26,,,,,,,,,,,,
Y!mobile,402SH,AQUOS CRYSTAL Y,SHARP,シャープ,2015/7/9,W-CDMA,MSM8974AB 2.3GHz（Quad Core）,2GB,16GB,157,5.5,S-CG Silicon液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2015/7/10,,,,,,,,,,,,
Y!mobile,403SH,AQUOS CRYSTAL Y2,SHARP,シャープ,2016/2/5,W-CDMA,MSM8926 1.2GHz（Quad Core）,2GB,16GB,153,5.2,S-CG Silicon液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/2/9,,,,,,,,,,,,
Y!mobile,404KC,DIGNO C,KYOCERA,京セラ,2015/2/27,W-CDMA,MSM8916 1.2GHz（Quad Core）,1GB,8GB,146,5,TFT液晶,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2016/10/26,,,,,,,,,,,,
Y!mobile,404SH,AQUOS Xx-Y,SHARP,シャープ,2016/1/15,W-CDMA,MSM8994 2.0GHz + 1.5GHz（Octa Core）,3GB,32GB,168,5.7,S-CG Silicon液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/1/18,,,,,,,,,,,,
Y!mobile,502KC,DIGNO ケータイ,KYOCERA,京セラ,2016/2/26,W-CDMA,MSM8909 1.1GHz（Quad Core）,1GB,8GB,130,3.4,TFT液晶,854×480,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2016/3/1,,,,,,,,,,,,
Y!mobile,503HW,LUMIERE,Huawei,ファーウェイ・テクノロジーズ,2015/10/24,3G,Hisilicon Kirin 620 1.2GHz （Octa Core）,2GB,16GB,131,5,TFT液晶,1280×720,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/28,,,,,,,,,,,,
Y!mobile,503KC,DIGNO E,KYOCERA,京セラ,2016/6/10,3G,MSM8916 1.2GHz（Quad Core）,2GB,8GB,138,5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2016/9/14,,,,,,,,,,,,
Y!mobile,504SH,AQUOS ケータイ,SHARP,シャープ,2015/12/4,3G,MSM8909 1.1GHz（Quad Core）,1GB,8GB,124,3.4,TFT液晶,960×540,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2017/4/25,,,,,,,,,,,,
Y!mobile,507SH,Android One,SHARP,シャープ,2016/7/29,W-CDMA,MSM8952 1.5GHz（Quad Core）＋1.2GHz（Quad Core）,2GB,16GB,135,5,IGZO,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/10/26,,,,,,,,,,,,
Y!mobile,602SH,AQUOS ケータイ2,SHARP,シャープ,2016/10/28,W-CDMA,MSM8909 1.1GHｚ（Quad Core）,1GB,8GB,132,3.4,TFT液晶,960×540,"16,777,216",T,Y,Y,Y,N,N,Y,N,N,Y,2016/11/2,,,,,,,,,,,,
Y!mobile,603SI,Simply,SEIKO,セイコーソリューションズ,2017/8/10,W-CDMA,-,1GB,8GB,115,2.4,TFT液晶,320×240,-,T,N,Y,Y,N,N,N,N,N,N,2017/8/16,,,,,,,,,,,,
Y!mobile,608HW,-,Huawei,ファーウェイ・テクノロジーズ,2017/10/12,W-CDMA,Kirin 655 2.1GHz（Quad Core）+1.7GHz（Quad Core）,3GB,16GB,146,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2017/10/31,,,,,,,,,,,,
Y!mobile,702KC,DIGNO ケータイ2,KYOCERA,京セラ,2017/12/7,W-CDMA,MSM8909 1.1GHz（Quad Core）,1GB,8GB,137,3.4,TFT液晶,854×480,"16,777,216",T,Y,Y,Y,N,N,Y,N,N,Y,2017/12/11,,,,,,,,,,,,
Y!mobile,705KC,かんたんスマホ,KYOCERA,京セラ,2018/8/9,W-CDMA,MSM8937 1.4GHz（Quad Core）＋1.1GHz（Quad Core）,3GB,32GB,142,5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,N,N,Y,N,N,Y,2018/8/13,,,,,,,,,,,,
Y!mobile,ANE-LX2J,HUAWEI P20 lite,Huawei,ファーウェイ・テクノロジーズ,2018/6/15,W-CDMA,Kirin 659　2.36GHz（Quad Core）＋1.7GHz（Quad Core）,4GB,32GB,145,5.8,TFT液晶,2280×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2018/6/20,,,,,,,,,,,,
Y!mobile,EM01F,ARROWS S,FUJITSU,富士通モバイルコミュニケーションズ,2013/8/20,EMOBILE 4G-S,Qualcomm APQ8064 1.5GHz,2GB,32GB,151,4.7,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/9/1,,,,,,,,,,,,
Y!mobile,GL07S,STREAM X,Huawei,ファーウェイ・テクノロジーズ,2013/3/7,HSDPA/W-CDMA,HiSilicon K3V2 1.5GHz,1GB,32GB,122,4.7,Super LCD3,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,GS01,DELL Streak Pro,DELL,デル,2012/3/8,HSPA/W-CDMA,Qualcomm Snapdragon MSM8260 1.5GHz,1GB,8GB,145,4.3,スーパー有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,GS02,-,Huawei,ファーウェイ・テクノロジーズ,2011/12/1,HSPA/W-CDMA,Qualcomm Snapdragon MSM8255T 1.4GHz,512MB,4GB,134,4,TFT液晶,854×480,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,GS03,-,Huawei,ファーウェイ・テクノロジーズ,2012/6/14,HSPA/W-CDMA,Texas Instruments OMAP4460 1.5GHz,1GB,4GB,110,4.3,スーパー有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,iPhone SE,-,Apple,Apple Japan,2017/3/25,W-CDMA,A9 1.8GHz 2Core,2GB,-,113,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2017/3/29,,,,,,,,,,,,
Y!mobile,iPhone5s,-,Apple,Apple Japan,2016/3/4,W-CDMA,A7 1.3GHz 2Core,1GB,-,112,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2016/3/22,,,,,,,,,,,,
Y!mobile,iPhone6s,-,Apple,Apple Japan,2017/10/6,-,A9 1.8GHz 2Core,2GB,-,143,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,N,2017/10/31,,,,,,,,,,,,
Y!mobile,Nexus 5X,-,LG,LGエレクトロニクス・ジャパン,2015/10/20,3G,MSM8992 1.8GHz （Dual Core） +1.4GHz （Quad　Core）,2GB,-,136,5.2,TFT液晶,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/23,,,,,,,,,,,,
Y!mobile,Nexus 6P,-,Huawei,ファーウェイ・テクノロジーズ,2016/12/30,W-CDMA,MSM8994 2.0GHz +1.5GHz（Octa Core）,3GB,32GB,178,5.7,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2017/1/6,,,,,,,,,,,,
Y!mobile,Nexus5,-,LG,LGエレクトロニクス・ジャパン,2013/11/15,EMOBILE 4G-S,Qualcomm Snapdragon 800 2.26GHz（Quad Core）,2GB,16GB,130,5,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,N,2014/9/1,,,,,,,,,,,,
Y!mobile,Nexus6,-,MOTOROLA,モトローラ・モビリティ,2014/12/11,W-CDMA,APQ8084 2.7GHz（Quad Core）,3GB,-,184,6,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,Y,N,N,N,N,2015/2/24,,,,,,,,,,,,
