,0,1,2,3,4,5
0,0.01585933271378021,0.15360727182975145,0.04618304822323303,0.0802429159587511,0.1303420888750885,0.039284203044332854
1,0.11325715192210217,0.04197906830526183,0.03678065609969001,0.1316314067577892,0.0796444973915742,0.004687568365927325
2,0.13328890039588562,0.1979441428728626,0.0924174907948352,0.2513303429046599,0.10639968202057692,0.023760599325044773
3,0.010907665701692538,0.009607780779008833,0.03878523032703367,0.1346705084551715,0.17256836139690918,0.04062516229823365
4,0.15639802942669292,0.03656008253691848,0.08244177471087366,0.13812734930036444,0.05096170191932817,0.027932557824379964
5,0.11142452515546725,0.04762400765846572,0.09046558301708858,0.06278556129201222,0.21303358505703401,0.08695025944042191
6,0.15285642985707865,0.04868540591384721,0.004025259637848689,0.10069631082999302,0.0925183250972449,0.09586174809105774
7,0.12153460298973608,0.0699025798340228,0.07788541577995195,0.014038412013052337,0.08352295074798333,0.0481179854768683
8,0.05301411123596753,0.006456439033885684,0.21234262950279026,0.2113342252570294,0.1779486688129535,0.04228612762362747
9,0.09337688872089747,0.07609747781477787,0.02590360279583057,0.006840063733112108,0.1092271247917892,0.04470191829420259
10,0.02848462581741618,0.14906331374313878,0.09497506248725943,0.11721858458158196,0.016301552793241473,0.012145563125554714
11,0.06285904673118599,0.13784401873655883,0.13035488317927976,0.06070295463630532,0.19920715695360086,0.05786400295597456
12,0.09619476734329514,0.0021880371443226136,0.05840645324250618,0.006691987750944782,0.045955729393833404,0.05473147893303503
13,0.0663754827306063,0.09273343321398485,0.047917991010364674,0.0649681070074854,0.028900752781531345,0.10966946113373977
14,0.0266604237278688,0.024113101259985663,0.12451840669189476,0.008360076016716463,0.10489873438133991,0.11793302165661394
15,0.026040277508178687,0.001817103580603544,0.07046569685734634,0.04474766822660325,0.0377661946078496,0.018798443703808974
16,0.14593050813567018,0.07456130354378608,0.015501743791153632,0.04424207999829246,0.052503804867276016,0.012999779130343206
17,0.05947254940248717,0.04368696825073231,0.007474679213843132,0.050416225099907695,0.08114493348277503,0.02448133083564183
18,0.021451494594614786,0.08839145551373825,0.0699839405553979,0.10206005479798501,0.19777796946326748,0.20077520033123322
19,0.013958980673698357,0.09335225469590078,0.07108561772509302,0.0005197958286515354,0.10814327151388937,0.020507392309464703
20,0.16958593177744963,0.21485929227833217,0.22444401551247029,0.02955631363110806,0.11359938392325224,0.18941761308055424
